类型,id,标签,回答id,回答点赞数,回答评论数,回答感谢数,回答观看数,回答创建时间,问题id,问题题目,问题回答数,问题关注数,评论数,创建时间
answer,17_1574825005.877,特效技术,866505470,528,147,46,162703,1571760526,339615517,《英雄联盟》有哪些特效屌炸天的皮肤？,284,1192,8,1565350053
answer,12_1574825005.321,KTV,778238731,6877,1085,785,2054551,1565144164,305984805,如何看待 KTV 的陪酒女孩？,662,3931,9,1545011556
answer,13_1574825005.223,台湾电影金马奖,904169047,24,6,1,10952,1574342030,329942128,如何看待金鸡百花撞期金马，金马从此在内地会凉吗？,224,1031,6,1560824712
answer,14_1574825005.102,淘宝网,818246183,3675,58,1669,251191,1568011772,34313566,有哪些适合大学女学生党的秋冬装品牌或者店铺？,182,13265,0,1439032640
answer,15_1574825005.124,育儿,884697168,3029,494,998,194676,1573055049,354110181,现在养小孩真的要花很多钱吗？普通工薪阶层养小孩应该怎么安排花销？,235,3022,23,1572863195
answer,16_1574825005.785,iPhone,883144765,7630,422,1786,192883,1572954190,34640718,有哪些关于iPhone使用的小技巧？,140,10497,8,1439739820
answer,17_1574825005.375,韩国,908532633,3175,274,337,336153,1574611007,357541361,11 月 24 日，韩国女星具荷拉在家中身亡，事情的真相如何？,2596,8390,171,1574593321
answer,12_1574825006.877,魔道祖师（小说）,908673162,151,56,16,17532,1574629652,339283754,为什么陈情令播出后，原作中高人气的薛洋、江澄、晓星尘并没有大火，金光瑶的路人黑还变多了？,168,254,0,1565223040
answer,13_1574825006.824,职业发展,903286649,1007,208,119,576649,1574305159,291096043,为什么现在行政前台越来越难招聘了？,1274,4187,72,1534748097
answer,14_1574825006.846,分手,879017584,2,0,0,831,1572679705,353417362,为什么很多人在有过类似「分手」的经验后，都会换个新头发？,190,416,0,1572511817
answer,15_1574825006.566,生活方式,901117755,2495,177,200,356068,1574169953,356631363,如何看待阿沁爆出刘阳出轨半藏森林？,4869,11120,513,1574152738
answer,16_1574825006.552,魔道祖师（小说）,794778905,49,17,15,10572,1566213291,340371500,在魏无羡血洗不夜天，被蓝忘机送回乱葬岗之后，蓝忘机对他轻轻说的话是什么？魏无羡为什么只回答“滚”？,13,24,0,1565698362
answer,17_1574825006.456,地理,910543006,135,30,9,6613,1574737651,20267038,连云港区位不错，为什么经济却在江苏倒数？,85,570,1,1338354687
answer,12_1574825006.890,宠物饲养,760603650,14726,1739,1966,2838526,1563955979,332295433,猫真的有杀死主人的意图吗？,794,2738,42,1561782087
answer,13_1574825006.185,旅行,748374972,4031,46,1689,385380,1563084611,314636817,机票越早买越便宜吗？,363,20173,13,1551750882
answer,14_1574825006.406,情感,868923562,7964,875,797,2271783,1571935375,58662264,什么瞬间让你下决心分手了？,25250,72203,61,1492498142
answer,15_1574825006.279,生活,771015866,54183,1010,32390,2796549,1564646846,266090769,有哪些越早知道越好的人生经验？,6684,167410,105,1516778169
answer,16_1574825006.537,网络表情,868374334,4158,51,927,235856,1571902847,328505785,你有哪些骚破天际的表情包？,1235,35798,8,1560052554
answer,12_1574825006.43,黑色幽默,798339167,12734,391,687,792522,1566454244,331132551,如何评价短视频作者「朱一旦的枯燥生活」?,662,7284,43,1561370592
answer,13_1574825006.770,生活,794290358,8074,978,751,2521884,1566189305,324129824,陌陌上的女人在想什么？,437,3360,14,1557712496
answer,14_1574825006.536,互联网,909766911,744,57,95,38967,1574682045,357459810,如何看待网传网易裁员，让保安把身患绝症的 5 年老员工赶出公司一事？,6195,35488,345,1574559736
answer,15_1574825006.331,公务员,900257369,169,182,21,44701,1574134451,334358220,为什么有人一次就考上公务员，为什么有人考了很多次都考不上?,422,5149,16,1562809004
answer,16_1574825006.637,肖战,782849378,2073,251,415,282614,1565435256,339303960,龙丹妮为什么不喜欢肖战？,129,320,2,1565231637
answer,17_1574825006.304,支付宝,885290465,3594,707,187,325078,1573104537,354200654,支付宝积分有什么用吗？,322,1485,17,1572919377
answer,12_1574825007.961,摄影,911212611,1,1,0,25,1574763049,346837379,大家手机里最美的天空啥样呢？,562,633,0,1568903336
answer,13_1574825007.945,社会学,796356251,481,869,110,417019,1566314315,329450498,27 岁的人生到底有多无力？,4843,26383,83,1560529746
answer,15_1574825007.345,水果,842333750,1,11,0,401,1569982214,342043611,想买好吃的水果，可又怕网上被骗，可以给介绍一下好的商家吗？,62,90,6,1566429418
answer,16_1574825007.186,苏联,889368306,668,118,67,110563,1573395332,39233109,苏联陆军到底多强?,531,4558,15,1452091865
answer,12_1574825007.671,电影,873075144,17873,604,7482,877111,1572255139,35811067,有哪些好看的高智商悬疑电影？,1964,155574,141,1442806876
answer,13_1574825007.158,服饰搭配,797313166,31234,831,21809,1614048,1566380205,46033090,为什么看了那么多搭配自己还是乱穿衣服？,497,14581,16,1462886216
answer,14_1574825007.635,学习,763170215,21694,284,11491,697122,1564124356,51671791,有哪些是你踏入社会才明白的道理？,7271,246140,81,1476665746
answer,15_1574825007.400,摄影,874638951,1942,41,951,27611,1572361297,23974694,VSCO 里哪些滤镜值得推荐？,159,29527,5,1401505952
answer,16_1574825007.536,甲醛,811254984,4025,544,697,216138,1567424682,337413494,甲醛超标六倍，老公坚持通风去除，不同意专业公司除醛，我现在应该怎么办？,1127,6320,195,1564318545
answer,17_1574825007.870,悬疑,782419090,1853,127,199,604981,1565412197,294042134,有哪些让你细思恐极的事件？,7982,39828,37,1536533213
answer,12_1574825008.834,视频,769603502,2137,195,75,139824,1564556497,298749931,有哪些关于动物的搞笑视频？,167,2878,0,1539673761
answer,13_1574825008.616,笑话,886426732,14,1,1,1468,1573184043,342740733,有很逗的笑话吗？,192,4472,6,1566780657
answer,14_1574825008.720,起诉,859396571,16,16,2,35147,1571216913,348958845,朋友向我借了20万突然死了，没借条没聊天记录只有银行转账记录，向他老婆要不理我怎么办？需要什么证据？,17,23,1,1570091197
answer,15_1574825008.557,陈情令（电视剧）,897351936,18,21,3,4791,1573957481,332767127,博君一肖有可能在一起吗?,1620,2292,31,1561988089
answer,17_1574825008.318,水果,858946995,5,9,2,764,1571194357,342043611,想买好吃的水果，可又怕网上被骗，可以给介绍一下好的商家吗？,62,90,6,1566429418
answer,12_1574825008.45,王一博,816599199,826,104,199,29256,1567864024,344896840,如何看待《陈情令》？,18,43,0,1567856929
answer,13_1574825008.776,气质,797064259,2524,34,963,288203,1566369070,64054055,脖子前倾如何解决？,50,4247,9,1502969549
answer,15_1574825008.461,笑话,893926091,758,50,26,30402,1573710850,319201794,有哪些你看一次笑一次的段子？,2889,53885,62,1554665675
answer,16_1574825008.988,土木工程,826845640,573,112,134,27366,1568721996,339607773,土木工程真的这么可怕吗？,84,199,0,1565347000
answer,17_1574825008.434,腾讯 QQ,812449139,6231,543,452,906389,1567521922,20799706,你最讨厌 QQ 什么？,7254,11428,122,1361707684
answer,12_1574825008.495,二次元,741589992,3282,579,274,526300,1562570676,62972819,你们见过最好看的 coser 长什么样？,1607,30094,30,1501051575
answer,13_1574825008.166,分娩,908575589,5,1,3,5725,1574613371,356286423,顺产时下面是什么感觉?,19,23,0,1573975031
answer,14_1574825008.240,轮回,911776692,7,0,0,1107,1574802648,336666276,人，有前世今生吗？,586,3050,13,1563953064
answer,15_1574825008.744,娱乐,836328910,1034,73,224,60825,1569479175,335733020,肖战和王一博，为什么这么真？,705,2815,20,1563511541
answer,16_1574825008.141,生活,834999329,625,18,276,61078,1569381310,24464072,买房看房时需要注意哪些？,120,11887,5,1405167761
answer,17_1574825008.552,生活,908620362,62,22,10,20249,1574617059,37579606,身价千万的有钱人的生活是什么样的？,1816,8618,27,1447734083
answer,12_1574825009.718,山东,873998421,2098,544,300,330196,1572326577,23139668,为什么山东姑娘普遍漂亮?,208,727,5,1395566034
answer,13_1574825009.171,网络贷款,823525425,239,89,22,149024,1568457740,319637158,网贷的危害有多大？,4328,12954,66,1554947636
answer,14_1574825009.553,阅读的未来,908202005,1,0,0,65,1574596482,357130482,你工作后还会看书吗?,25,24,0,1574388524
answer,15_1574825009.4,法律,895157838,3366,385,196,380936,1573793996,66311962,如何评价许吉如？,379,943,9,1507366476
answer,16_1574825009.913,分手,887158364,2,0,0,50,1573223548,353417362,为什么很多人在有过类似「分手」的经验后，都会换个新头发？,190,416,0,1572511817
answer,17_1574825009.976,美食,780571964,143,349,38,39567,1565280122,35119423,网上有哪些味道很棒的糕点或零食？,570,56431,56,1440758580
answer,13_1574825009.349,香港,899921278,3293,231,175,505876,1574120973,20586253,霍启刚为什么决定和郭晶晶结婚？,287,1381,28,1352450698
answer,14_1574825009.794,肖战,902752127,356,28,86,15715,1574260508,347198311,为什么肖战看起来那么老成？,232,282,6,1569086209
answer,15_1574825009.347,刑事案件,866151874,1796,347,189,200030,1571738083,49870197,历史上有哪些非常有名的真实犯罪案件？,15,300,0,1471799915
answer,17_1574825009.988,游戏,847376791,393,80,34,56247,1570363358,349047713,迷你四驱车为何没有在国内再次掀起热潮？,30,54,0,1570152023
answer,12_1574825010.732,电影,862846065,5984,411,349,351174,1571487158,268679446,哪些精彩的打斗片段让你念念不忘？,6627,162753,101,1520906346
answer,13_1574825010.530,健身,841611255,4354,261,3608,285257,1569913316,20874441,如何健康有效地减肥？,3174,114561,115,1363951593
answer,14_1574825010.965,生活,907323096,27,13,6,20206,1574551886,294213474,女生有男朋友之后才知道的事情有哪些？,14628,129885,96,1536648965
answer,15_1574825010.254,气质,870569471,5020,158,4409,367160,1572068867,60541930,男生怎样才能变得越来越帅气呢？,389,15212,4,1496300437
answer,16_1574825010.908,娱乐圈,820848099,4513,556,406,1346988,1568214848,345545641,如何看待肖战搂李沁脖子？,436,867,75,1568201860
answer,12_1574825010.15,英语,712113494,24096,360,22159,1167555,1560244534,24706380,怎么在一个月内让英语听力有明显的提高？,1341,197874,81,1406962783
answer,13_1574825010.809,学习,794822278,13582,169,10079,490187,1566215985,292372507,B站有哪些可以推荐的学习 up 主？,489,85303,13,1535447024
answer,14_1574825010.611,教育,780391417,5577,486,1029,398464,1565270542,337697774,父母的教育背景高低会直接决定孩子的个人发展吗？,832,4303,24,1564453574
answer,15_1574825010.724,美女,860082228,205,94,28,132813,1571279203,29768430,美女也有脚臭么?,2347,10064,103,1429669364
answer,16_1574825010.529,阅读,844580690,26,9,9,3004,1570163619,345205921,你们都用什么软件看书？,1008,1253,2,1568023781
answer,12_1574825010.84,哈利·波特,828466807,574,89,69,98423,1568858796,345886822,哈利波特系列电影里有没有哪一段的演技让你觉得十分惊艳？,29,133,0,1568391184
answer,13_1574825010.490,情感,819227505,758,49,348,92696,1568095068,24645878,一个男人真正爱你的表现是怎样的？,115,664,4,1406532279
answer,14_1574825010.593,生活,357358138,17240,498,7312,955433,1522729894,64351318,有哪些大家不说，但需要知道的社会规则？,2901,245551,126,1503496100
answer,15_1574825010.540,销售,664003237,4686,376,2273,765551,1556263262,61055748,什么样的人适合做销售？,445,10772,15,1497353563
answer,16_1574825010.796,文艺,823148912,4286,51,1496,181866,1568431933,308829198,有哪些文艺到爆炸的句子？,7324,200919,98,1547224457
answer,17_1574825010.488,推荐,838864738,24505,905,11660,1899100,1569675523,30460976,有哪些好看的情侣头像？,6674,121900,59,1431920609
answer,13_1574825011.466,八卦新闻,851465031,7107,603,877,1848942,1570640724,309685839,有哪些绝对真实的娱乐圈爆料？,1643,15810,24,1547954538
answer,14_1574825011.935,人性,843205099,7268,1816,640,2329046,1570053224,287642868,有哪些你准备藏一辈子但可以在这里说的秘密？,57667,152980,238,1532948467
answer,15_1574825011.573,职场,896978518,3053,343,169,691039,1573917097,350577228,你们听过领导最没水平的一句话是什么？,2021,4104,12,1570981536
answer,17_1574825011.470,美食,895610815,4898,556,622,162157,1573816189,33198751,喜欢做饭是一种什么样的体验？,1068,11474,19,1437555069
answer,12_1574825011.452,天天向上（综艺）,798886492,646,150,152,95552,1566483311,342185686,和王一博结婚的女孩子会是怎样的人呢？,141,312,1,1566476928
answer,13_1574825011.874,心理学,887231955,3088,403,398,1292311,1573227696,329743060,渣男为什么不缺女人？,1681,7526,43,1560701799
answer,14_1574825011.70,酒,863347821,1,1,0,407,1571536710,31994195,如何评价罗斯福系列啤酒？,10,152,2,1436264879
answer,15_1574825011.257,陈情令（电视剧）,831444626,538,85,75,33424,1569084464,337566441,《CQL》这个剧组是不是很有爱？看天津见面会大家关系不错的样子？,659,2002,72,1564393033
answer,16_1574825011.485,牙齿正畸,879450969,21,30,5,8723,1572705509,28846122,价格三千与价格一万的牙齿矫正的差别在哪里？,121,958,2,1426633769
answer,17_1574825011.719,管理,840608196,1653,606,111,400236,1569819477,323731445,国企和私企最大区别是什么？,1609,12372,50,1557458939
answer,12_1574825012.901,大学生活,888458402,159,166,22,97219,1573320895,276708472,为什么会有女大学生选择裸贷？,2999,19443,122,1525996710
answer,13_1574825012.55,艺术学院,869692408,1611,171,114,293821,1571993270,339648836,只有家境好的人才能考上中戏北影这类高校吗?,245,884,5,1565361593
answer,14_1574825012.843,阅读的未来,904814258,1,2,1,43,1574392844,357130482,你工作后还会看书吗?,25,24,0,1574388524
answer,15_1574825012.97,电子竞技,853060246,525,134,28,113157,1570762504,348552678,TheShy 职业赛场上的封神之战是哪一场？,45,76,2,1569838805
answer,16_1574825012.632,剩女,874241161,61,178,4,24679,1572338178,297085203,适婚女性们有没有越来越嫁不出去的感觉，怎么办？,1800,6382,88,1538577072
answer,12_1574825012.455,女孩,908071730,8,5,1,4236,1574590647,296166690,你见过最没见过世面的女孩子是什么样子的？,9123,31058,311,1537949050
answer,13_1574825012.784,儿童教育,901991117,7894,375,321,430025,1574228086,309592780,作为老公，如何看待孩子上幼儿园了，老婆自己在家？,1358,5013,243,1547871122
answer,16_1574825012.433,NBA,903928296,15,1,0,3494,1574330002,355435294,伦纳德速度不快，球风也不劲爆，为什么打球还那么厉害，他打球有什么技术特点？,22,22,0,1573531789
answer,17_1574825012.998,肖战,905562648,127,31,43,6527,1574424939,340043549,为什么肖战固粉能力强？,347,470,2,1565567052
answer,12_1574825012.658,男生,855652241,2235,226,362,1449465,1570951160,267601947,某些男生可以恶心到什么程度？,8258,22081,79,1519393177
answer,16_1574825012.200,健康,889836125,820,75,183,47605,1573442023,40161363,羊肉有什么好吃，好做，又健康的吃法？,288,6228,11,1454677453
answer,17_1574825012.45,本科生,881282094,1177,192,58,101471,1572841156,353373245,如何看待中专生自称“南大提前录取，能力吊打本科生，毕业月薪两万”的言论？,676,1210,87,1572492825
answer,12_1574825013.541,恋爱,911958122,1,2,1,807,1574819232,293207596,你见过最渣的渣女有多渣？,10992,69568,125,1535957711
answer,13_1574825013.391,人际交往,812831073,81724,5947,15266,3355481,1567565840,280586758,室友的哪些不该看的东西被你看到了？,6611,41347,32,1528687391
answer,14_1574825013.752,艺人,880223516,15324,875,925,2604683,1572767353,265147950,如何评价赌王儿子何猷君？,341,1544,11,1515161161
answer,15_1574825013.292,生活,908777735,1026,112,41,54683,1574643475,330291827,那些四五十岁没有生孩子的女性都怎么样了?,2683,23985,235,1561000145
answer,16_1574825013.499,数学,691677619,3474,85,3313,129607,1558520777,267095839,高中数学有哪些经验公式（二级公式）？,135,19922,13,1518496629
answer,17_1574825013.956,学习,768079994,7153,176,2357,408441,1564461917,271171780,有哪些减肥的小技巧？,384,7168,5,1522914852
answer,12_1574825013.543,动物,872953292,3646,434,174,202462,1572249505,34643719,你什么时候被狗的智商震惊了？,7423,73426,113,1439748388
answer,13_1574825013.458,文献,682172695,11619,213,6268,602641,1557754316,21278186,科研大牛们怎么读文献？,104,33351,4,1372681314
answer,14_1574825013.559,三亚,719207424,7452,974,487,881348,1560827515,294179108,为什么很多人选择出国而不是去三亚旅行？,564,1759,14,1536631919
answer,15_1574825013.780,故事,512265672,10693,559,752,608929,1539713069,46489483,有什么令人不得不相信的灵异故事？,5375,53698,66,1463583207
answer,16_1574825013.569,法律,908825452,10,8,1,14323,1574645415,319863335,你见过的最虐心的案子是什么？,4401,64855,85,1555071277
answer,17_1574825013.185,淘宝网,569195098,31269,992,23284,2444530,1546930883,46342557,淘宝上有哪些不low的店？,392,61292,18,1463250952
answer,12_1574825013.33,天天向上（综艺）,827137590,2261,221,260,190061,1568747904,345909215,王一博为什么没帮助肖战宣传诛仙?,245,329,33,1568423852
answer,14_1574825013.69,天空,896025116,1,4,1,22,1573862622,356070792,云是何种物质东西 轻飘于天空之中呢？,3,3,0,1573852158
answer,15_1574825013.520,薛兆丰,899367799,826,219,66,153706,1574071146,355915685,如何就《奇葩说》许吉如被淘汰一事理解“观众缘”问题？,276,638,6,1573755456
answer,17_1574825013.948,水果,850877731,1,0,1,280,1570607384,348947463,青芒果，怎么催熟?,44,45,0,1570086028
answer,12_1574825014.111,生活,836904185,4040,308,780,728650,1569516142,294213474,女生有男朋友之后才知道的事情有哪些？,14628,129885,96,1536648965
answer,14_1574825014.466,王一博,811003365,3415,175,957,136565,1567409124,40514168,如何评价王一博？,1690,5601,18,1455794915
answer,15_1574825014.195,过年,871171922,419,32,18,34801,1572106522,311661069,你是怎么对付熊孩子的？,556,2887,5,1549709555
answer,17_1574825014.868,Super Junior,888236801,300,24,26,28343,1573307090,352486198,想知道2010年super junior金唱片的具体事件？,8,27,0,1572007758
answer,12_1574825014.805,电影,903926066,2862,692,252,513240,1574329918,271700677,影视剧里有哪些配角让你念念不忘或者心疼？,3943,11315,39,1523322812
answer,13_1574825014.951,新媒体,849087494,27149,622,26941,1309306,1570500946,40636150,你是如何把一个微信公众号运营到可以养活自己的？,760,56562,25,1456120345
answer,14_1574825014.262,生活,882878008,44766,1270,27571,2728970,1572941272,301793024,有哪些值得长期坚持下去的好习惯？,1885,79257,20,1541692040
answer,15_1574825014.396,婚姻,864122347,7155,364,3409,824055,1571586086,316445888,什么样的婚姻最舒服？,1970,31026,25,1552896150
answer,16_1574825014.818,创业,838805060,3243,57,3473,219964,1569671453,37514067,如何从「穷人思维」过渡到「富人思维」？,1403,47026,58,1447567510
answer,17_1574825014.674,创业,816451790,120777,1662,102612,4103646,1567852772,19869956,有哪些简洁的人生建议？,6548,184884,62,1317800858
answer,12_1574825015.819,幽默回答,866301492,18493,2064,1909,2571897,1571747605,308662400,你见过哪些「以为是个青铜，结果是个王者」的视频或图片？,2717,80903,50,1547104859
answer,13_1574825015.403,夫妻,874679681,21264,1429,2543,3997565,1572363802,349336654,婚后夫妻睡一个被窝么？,3131,7340,73,1570324253
answer,14_1574825015.249,物联网,840528587,20986,134,8831,1843048,1569814748,26417746,菜鸟驿站的盈利模式是怎么样的？,95,8303,10,1414717629
answer,15_1574825015.363,人生,838537099,71414,2680,59552,2295241,1569653280,34225818,你有没有什么忠告想告诉 20 岁的年轻人？,5175,79458,127,1438915431
answer,16_1574825015.242,生活,793798835,5581,455,652,1549569,1566143856,294213474,女生有男朋友之后才知道的事情有哪些？,14628,129885,96,1536648965
answer,17_1574825015.484,八卦新闻,797364511,6284,457,969,4793997,1566382728,309685839,有哪些绝对真实的娱乐圈爆料？,1643,15810,24,1547954538
answer,12_1574825015.94,淘宝网,767649601,3661,951,590,636922,1564429630,335385552,淘宝上代抽王者荣耀的荣耀水晶是真的吗？,168,474,5,1563341950
answer,13_1574825015.500,恋爱,853404484,39021,8893,12558,4275589,1570777678,293207596,你见过最渣的渣女有多渣？,10992,69568,125,1535957711
answer,14_1574825015.330,八卦新闻,833224516,15680,2459,3068,4480917,1569232268,309685839,有哪些绝对真实的娱乐圈爆料？,1643,15810,24,1547954538
answer,15_1574825015.57,工作经历,873387074,3184,1535,384,1228590,1572274060,22643062,事业单位到底有什么好？,1371,11791,35,1391281380
answer,16_1574825015.96,明星,835053132,4942,441,599,1283520,1569383865,310233615,为什么大部分人都坚信Angelababy整容了？,742,1716,28,1548397289
answer,17_1574825015.809,历史,900457434,34851,929,2019,1720421,1574143073,311671433,从古至今为什么没人开秦始皇墓？,658,11977,55,1549715939
answer,12_1574825015.360,学习,773294367,5202,211,6228,242870,1564804859,31044894,有哪些网上自学课程的好网站？,531,111106,31,1433665324
answer,13_1574825015.895,电影,895092844,1437,278,116,286301,1573790678,346719886,哪个反派让你觉得魅力十足？,3087,8088,48,1568858418
answer,14_1574825015.183,沟通技巧,851422325,30934,838,14405,2107479,1570637096,348132267,情侣之间没话说了怎么办呢？,529,10127,13,1569597257
answer,15_1574825015.619,生活,903727100,34110,994,13927,990804,1574322354,56609320,有哪些「看似很 LOW，实则惊艳」的产品？,7435,304079,114,1488604068
answer,16_1574825015.468,化妆品,820217184,16873,1741,6578,2361480,1568175737,307886259,为什么很多人不护肤反而皮肤很好？,1435,14192,32,1546512613
answer,12_1574825016.355,天天向上（综艺）,811163594,2990,166,920,305656,1567418183,339324806,王一博为什么能做《天天向上》MC？,105,312,2,1565237281
answer,13_1574825016.744,生活,840735876,18051,323,17244,958623,1569827424,298145238,淘宝上有那些质量好又不贵适合学生党的店铺？,128,9817,0,1539267778
answer,14_1574825016.519,女性,906194347,1215,237,152,734325,1574477490,316778620,你们如何看待女性不穿内衣？,1068,2547,29,1553090465
answer,15_1574825016.112,iPhone,829012290,13156,326,8588,704621,1568887358,297973685,有哪些好看到爆的手机壳？,494,8641,4,1539166642
answer,16_1574825016.912,婚姻,802989529,7406,1684,704,1449115,1566794528,264605036,大龄剩女结局是什么？,8026,58162,212,1514203592
answer,17_1574825016.690,整形外科,837761962,1812,230,213,825085,1569582006,282620628,你做整容后悔了吗？,458,3421,18,1529979324
answer,12_1574825016.631,美食,657599938,987,194,287,60807,1555752329,298094608,你家里做的什么菜口味完胜外面餐厅的？,328,14213,4,1539245937
answer,13_1574825016.313,生活,767606810,698,87,170,370182,1564421220,294213474,女生有男朋友之后才知道的事情有哪些？,14628,129885,96,1536648965
answer,14_1574825016.900,甲醛,911689573,6,0,2,3371,1574786015,336273262,那些住过甲醛房的怀孕女士，你们后来孩子都健康吗？,225,1347,10,1563779197
answer,15_1574825016.12,互联网,890032822,414,21,255,18681,1573452341,20950693,你遇到过哪些神奇的网站，并且改变了你的生活质量？,62,7579,3,1365959411
answer,17_1574825016.714,公务员,830668211,3699,355,1866,490663,1569032470,343535516,25岁不上班考公务员可行不？,333,1812,3,1567143083
answer,12_1574825017.523,电影,854763760,913,259,95,382368,1570873592,315064424,你因为哪个片段而追了一整部剧？,2835,23241,22,1552018957
answer,13_1574825017.463,微信,794512393,2058,475,1478,260689,1566200307,65976332,微信如何一天加个1000好友？,40,924,1,1506586133
answer,15_1574825017.70,互联网,116278861,1936,136,583,315137,1470911762,31116099,有大公司 offer 却选择了小公司是为什么？,954,24290,40,1433836995
answer,16_1574825017.913,银行,911831602,0,1,0,1332,1574813798,311893950,网上传的三不娶：教师，护士，银行女。为什么有这三个不娶的说法？,2612,10121,108,1549891173
answer,17_1574825017.378,法律,905735621,14,0,1,3176,1574433880,319863335,你见过的最虐心的案子是什么？,4401,64855,85,1555071277
answer,12_1574825017.204,电影,901850074,879,189,54,76541,1574222087,267782048,有哪些视频堪称有毒？,8958,250684,116,1519619879
answer,14_1574825017.837,女性,882450772,16216,1545,1172,2025965,1572921563,316778620,你们如何看待女性不穿内衣？,1068,2547,29,1553090465
answer,16_1574825017.604,王一博,802300996,81,33,12,18562,1566738055,341625170,王一博肖战开始避嫌了吗？,125,230,1,1566284334
answer,17_1574825017.144,宝宝用品,881668986,336,44,118,120479,1572859002,350794551,有必要给孩子买婴儿床么？,79,161,0,1571108336
answer,12_1574825017.183,娱乐,782147466,2186,263,454,154454,1565397969,335733020,肖战和王一博，为什么这么真？,705,2815,20,1563511541
answer,14_1574825017.792,心理学,801473337,14094,3533,1898,1893235,1566671912,35079273,反社会人格有哪些不可思议的行为？,313,6316,23,1440663875
answer,15_1574825017.737,女孩,892813530,6855,409,521,717353,1573632087,348807807,什么是假甜女孩？,1052,6096,31,1570000443
answer,16_1574825017.481,王一博,851411663,1238,77,197,102951,1570636425,343559130,陈情令最心酸的一幕是什么？,205,423,0,1567151023
answer,17_1574825017.720,管理,893403535,8979,725,393,1056871,1573666311,302837772,领导问你有空吗，该怎么回答？,682,4641,18,1542536848
answer,12_1574825018.105,失业,887594985,40,34,8,3637,1573269258,27008323,大学毕业后家里蹲是怎样一种体验？,130,1590,7,1418188290
answer,13_1574825018.526,女生,910892956,4,6,1,4772,1574750932,20318045,怎么暗示和勾引男生？,860,16988,42,1340790835
answer,15_1574825018.732,健身,799718747,977,16,658,44626,1566545685,21547219,跳绳之后如何放松肌肉？,14,1084,0,1377533970
answer,16_1574825018.65,心理学,844231573,10435,2947,683,1783113,1570133058,301952210,有哪些特征一眼就会被看出是独生子女？,3495,13336,73,1541835111
answer,17_1574825018.711,魔道祖师（小说）,876165012,1846,84,231,96140,1572484759,339662774,魏无羡战斗力如何？,68,164,0,1565366268
answer,12_1574825018.578,电影,872126420,3694,350,339,676327,1572186681,339268473,影视作品中出现过哪些经典的、精彩的对白？,403,9949,2,1565198787
answer,13_1574825018.418,生活,799342501,25989,300,26338,980873,1566527500,279174065,一个女生该有哪些优秀习惯？,1508,89057,44,1527648529
answer,14_1574825018.204,投资,838640355,28292,740,23291,1888990,1569660142,268165456,一个23岁的年轻人，手上有2万有什么好的理财建议？,3275,47321,86,1520134853
answer,15_1574825018.409,求职,816084307,11801,0,3709,1048066,1567827588,283474944,找工作时单位普遍要求 35 岁以下，那 35 岁以上的人都干嘛去了？,1496,49613,87,1530447369
answer,16_1574825018.605,霍建华,788828649,4119,631,543,2383031,1565804583,54454199,为什么霍建华选择了林心如不是陈乔恩？,62,223,1,1483641896
answer,17_1574825018.394,未婚生子,865005571,425,85,56,172151,1571655534,274913337,未婚先孕的姑娘，最后都怎样了?,4720,16308,141,1524758109
answer,12_1574825019.614,单机游戏,745501150,16116,474,2534,2088736,1562854400,45383106,什么事情让你觉得游戏《模拟人生》系列里的「小人」有自我思想？,707,15127,24,1462287845
answer,14_1574825019.829,生活,911947448,7,1,1,746,1574818857,294213474,女生有男朋友之后才知道的事情有哪些？,14628,129885,96,1536648965
answer,15_1574825019.34,互联网,826708730,4116,28,3596,144923,1568712929,20030360,最让你震惊的网站有哪些？,992,219588,36,1327075533
answer,16_1574825019.251,南京 1.19 碎尸案,850878901,159,50,23,55719,1570607437,48331382,南大碎尸案为什么20年没能告破？,50,582,6,1468092934
answer,17_1574825019.670,投资,901095646,40,17,4,17784,1574168819,311382617,你们都是怎么存钱的？,5608,66194,68,1549462108
answer,12_1574825019.374,生活,710220273,5846,1020,470,842265,1560098203,29238551,有哪些令你终身难忘的女性?,2933,24362,38,1427945343
answer,13_1574825019.858,学习,772703241,93161,2264,76460,2235379,1564752675,333443411,高中生进入大学，有哪些必须知道的常识和经验？,992,25927,14,1562319223
answer,14_1574825019.962,酒店,886104110,571,125,117,463569,1573152220,31981851,在快捷酒店做前台是怎样一种体验？,83,772,0,1436239605
answer,15_1574825019.615,旅行,834158802,20815,1140,3715,4095895,1569310066,342145939,有什么你去了俄罗斯才知道的事？,248,4860,1,1566468672
answer,16_1574825019.765,幼儿教育,870407376,353,53,66,287241,1572058928,290727512,为什么小朋友不在幼儿园大便？,248,618,14,1534510039
answer,17_1574825019.273,杭州,798330242,1945,583,169,201143,1566453811,66766801,你觉得杭州这座城市怎么样？,582,2684,6,1508208289
answer,12_1574825019.52,幽默回答,792110240,31605,2239,2093,2334639,1566024945,308662400,你见过哪些「以为是个青铜，结果是个王者」的视频或图片？,2717,80903,50,1547104859
answer,13_1574825019.861,大学生,768050755,14735,868,17232,523800,1564460576,300119207,专科院校真的很差吗？专科生该怎么办？,1669,5088,47,1540555909
answer,14_1574825019.793,婚姻,903457124,1106,1699,115,364114,1574311488,339903064,哪一刻让你对婚姻死了心?,656,3076,11,1565498706
answer,15_1574825019.887,生活,899766566,9244,2719,1421,349361,1574092051,305748960,得了癌症是一种怎样的经历？,1781,22568,80,1544794715
